Angle_deg,Frequency_Hz,Magnitude_dB,Phase_deg
0.0,23470000000,-35.5020,16.1596
0.0,23480000000,-33.3618,-53.7978
0.0,23490000000,-33.6105,-120.5119
0.0,23500000000,-33.7400,170.4072
0.0,23510000000,-36.8269,84.7785
0.0,23520000000,-34.9638,17.5920
0.0,23530000000,-35.1635,-56.8031
0.0,23540000000,-34.5427,-129.3694
0.0,23550000000,-34.3702,154.2804
0.0,23560000000,-33.4094,84.1624
0.0,23570000000,-33.1497,1.7937
0.0,23580000000,-34.9488,-65.0604
0.0,23590000000,-35.0215,-135.5970
0.0,23600000000,-34.3029,152.0872
0.0,23610000000,-36.2207,86.1760
0.0,23620000000,-34.9631,-12.1756
0.0,23630000000,-35.2231,-71.1260
0.0,23640000000,-35.5500,-150.5020
0.0,23650000000,-35.9422,129.9574
0.0,23660000000,-34.5835,70.7440
0.0,23670000000,-34.4595,5.1978
0.0,23680000000,-34.6940,-85.1551
0.0,23690000000,-35.8062,-150.8892
0.0,23700000000,-34.7527,129.8884
0.0,23710000000,-35.6273,60.5354
0.0,23720000000,-37.1534,-2.0489
0.0,23730000000,-34.1908,-90.0077
0.0,23740000000,-34.7331,-151.3381
0.0,23750000000,-34.8387,128.7761
0.0,23760000000,-34.7102,60.7426
0.0,23770000000,-34.9672,-3.5908
0.0,23780000000,-33.9586,-94.4569
0.0,23790000000,-36.8330,-165.1341
0.0,23800000000,-35.1282,127.6295
0.0,23810000000,-34.9523,45.7156
0.0,23820000000,-34.3656,-13.8873
0.0,23830000000,-35.2470,-91.1136
0.0,23840000000,-36.5533,-168.4853
0.0,23850000000,-36.3183,122.1812
0.0,23860000000,-35.5559,39.6604
0.0,23870000000,-36.1482,-29.3933
0.0,23880000000,-36.0229,-109.2932
0.0,23890000000,-37.5765,-166.8424
0.0,23900000000,-34.3302,115.2344
0.0,23910000000,-34.3634,47.7969
0.0,23920000000,-35.0977,-35.9347
0.0,23930000000,-34.7072,-110.6925
0.0,23940000000,-37.8596,-173.6808
0.0,23950000000,-35.6244,112.7937
0.0,23960000000,-36.4590,44.1966
0.0,23970000000,-34.5697,-32.0399
0.0,23980000000,-36.1770,-123.2089
0.0,23990000000,-35.4926,-179.8976
0.0,24000000000,-36.7221,107.3704
0.0,24010000000,-33.8650,28.7371
0.0,24020000000,-35.4478,-41.9278
0.0,24030000000,-32.9190,-115.7687
0.0,24040000000,-33.9888,175.5522
0.0,24050000000,-35.5764,99.4354
0.0,24060000000,-34.4247,21.4855
0.0,24070000000,-35.1492,-58.2128
0.0,24080000000,-35.1917,-128.1278
0.0,24090000000,-36.2041,157.0161
0.0,24100000000,-36.2420,107.4902
0.0,24110000000,-34.5888,20.5840
0.0,24120000000,-32.7037,-47.5997
0.0,24130000000,-38.0534,-135.9404
0.0,24140000000,-36.8083,139.2642
0.0,24150000000,-34.7223,78.0631
0.0,24160000000,-34.6152,14.9140
0.0,24170000000,-36.0466,-65.2816
0.0,24180000000,-35.5601,-124.5368
0.0,24190000000,-35.3648,149.6043
0.0,24200000000,-36.2126,68.0455
0.0,24210000000,-36.5422,2.5051
0.0,24220000000,-36.2698,-67.9171
0.0,24230000000,-36.1793,-147.3466
0.0,24240000000,-35.4918,144.3716
0.0,24250000000,-34.8167,82.7607
0.0,24260000000,-35.5573,-15.2733
0.0,24270000000,-37.3346,-69.0247
0.0,24280000000,-36.1486,-158.5811
0.0,24290000000,-35.7948,136.2731
0.0,24300000000,-35.8769,56.4826
0.0,24310000000,-38.3370,-5.7292
0.0,24320000000,-35.4296,-90.3151
0.0,24330000000,-37.1627,-154.6272
0.0,24340000000,-34.8733,142.7897
0.0,24350000000,-34.0768,57.2571
0.0,24360000000,-35.2284,-10.6798
0.0,24370000000,-34.6578,-74.1816
0.0,24380000000,-36.9722,-165.5341
0.0,24390000000,-35.6214,139.6324
0.0,24400000000,-33.5874,58.2845
0.0,24410000000,-33.3402,-12.9592
0.0,24420000000,-37.6231,-88.1129
0.0,24430000000,-35.3642,-176.6128
0.0,24440000000,-36.7268,132.5984
0.0,24450000000,-34.9486,42.0083
0.0,24460000000,-35.7672,-17.3572
0.0,24470000000,-34.5680,-90.2246
0.0,24480000000,-35.2108,-159.5901
0.0,24490000000,-35.1597,129.3074
0.0,24500000000,-34.3763,32.5693
0.0,24510000000,-34.2924,-20.9523
0.0,24520000000,-34.0417,-96.7304
0.0,24530000000,-34.7849,179.7733
0.0,24540000000,-35.0464,107.6596
0.0,24550000000,-36.8287,30.0706
0.0,24560000000,-34.7288,-36.6204
0.0,24570000000,-33.5278,-104.8036
0.0,24580000000,-33.5191,-177.6205
0.0,24590000000,-35.2965,110.9774
0.0,24600000000,-35.0054,34.2840
0.0,24610000000,-34.7376,-43.7488
0.0,24620000000,-36.1071,-108.1772
0.0,24630000000,-34.8600,156.2058
0.0,24640000000,-34.8462,109.8129
0.0,24650000000,-35.6162,24.5893
0.0,24660000000,-33.6552,-55.1845
0.0,24670000000,-34.3708,-125.8456
0.0,24680000000,-36.6395,178.3176
0.0,24690000000,-35.6822,89.6704
0.0,24700000000,-35.9976,23.3807
0.0,24710000000,-36.4575,-67.3445
0.0,24720000000,-38.3904,-149.2719
0.0,24730000000,-33.9381,159.0369
0.0,24740000000,-32.8136,73.8640
0.0,24750000000,-35.1492,19.3268
